filedFor,nameOfIssuer,ticker,no_shares,value
2022-09-30,DAVITA INC,DVA,36095570,2987630000
2022-09-30,FLOOR & DECOR HLDGS INC,FND,4780000,335843000
2022-09-30,GENERAL MTRS CO,GM,50000000,1604500000
2022-09-30,GLOBE LIFE INC,GL,6353727,633467000
2022-09-30,HP INC,HPQ,104476035,2603542000
2022-09-30,JEFFERIES FINL GROUP INC,JEF,433558,12790000
2022-09-30,JOHNSON & JOHNSON,JNJ,327100,53435000
2022-09-30,KRAFT HEINZ CO,KHC,325634818,10859921000
2022-09-30,KROGER CO,KR,50268823,2199260000
2022-09-30,LIBERTY LATIN AMERICA LTD,LILA,2630792,16285000
2022-09-30,LIBERTY LATIN AMERICA LTD,LILAK,1284020,7897000
2022-09-30,LIBERTY MEDIA CORP DEL,FWONK,7722451,451764000
2022-09-30,LIBERTY MEDIA CORP DELAWARE,LSXMA,20207680,769307000
2022-09-30,LIBERTY MEDIA CORP DELAWARE,LSXMK,43208291,1629386000
2022-09-30,LOUISIANA PAC CORP,LPX,5795906,296692000
2022-09-30,MARKEL CORP,MKL,467611,506993000
2022-09-30,MARSH & MCLENNAN COS INC,MMC,404911,60449000
2022-09-30,MASTERCARD INC,MA,3986648,1133563000
2022-09-30,MCKESSON CORP,MCK,3198344,1087021000
2022-09-30,MONDELEZ INTL INC,MDLZ,578000,31692000
2022-09-30,MOODYS CORP,MCO,24669778,5997470000
2022-09-30,OCCIDENTAL PETE CORP,OXY,194351650,11942909000
2022-09-30,PARAMOUNT GLOBAL,PARA,91216510,1736763000
2022-09-30,PROCTER & GAMBLE CO,PG,315400,39819000
2022-09-30,RH,RH,2360000,580724000
2022-09-30,SNOWFLAKE INC,SNOW,6125376,1041069000
2022-09-30,SPDR S&P 500 ETF TR,SPY,39400,14073000
2022-09-30,T-MOBILE US INC,TMUS,5242000,703319000
2022-09-30,UNITED PARCEL SERVICE INC,UPS,59400,9595000
2022-09-30,US BANCORP DEL,USB,77788214,3136420000
2022-09-30,VANGUARD INDEX FDS,VOO,43000,14117000
2022-09-30,VERISIGN INC,VRSN,12815613,2226072000
2022-09-30,VISA INC,V,8297460,1474044000
2022-12-31,ACTIVISION BLIZZARD INC,ATVI,52717075,4035492091
2022-12-31,ALLY FINL INC,ALLY,29800000,728610001
2022-12-31,AMAZON COM INC,AMZN,10666000,895944000
2022-12-31,AMERICAN EXPRESS CO,AXP,151610700,22400480926
2022-12-31,AON PLC,AON,4396000,1319415440
2022-12-31,APPLE INC,AAPL,895136175,116305043218
2022-12-31,BANK AMER CORP,BAC,1010100606,33454532071
2022-12-31,BANK OF NEW YORK MELLON CORP,BK,25069867,1141180346
2022-12-31,CELANESE CORP DEL,CE,9710183,992769110
2022-12-31,CHARTER COMMUNICATIONS INC N,CHTR,3828941,1298393893
2022-12-31,CHEVRON CORP NEW,CVX,162975771,29252521137
2022-12-31,CITIGROUP INC,C,55155797,2494696699
2022-12-31,COCA COLA CO,KO,400000000,25444000000
2022-12-31,DAVITA INC,DVA,36095570,2695256212
2022-12-31,FLOOR & DECOR HLDGS INC,FND,4780000,332831400
2022-12-31,GENERAL MTRS CO,GM,50000000,1682000000
2022-12-31,GLOBE LIFE INC,GL,6353727,765941790
2022-12-31,HP INC,HPQ,104476035,2807271061
2022-12-31,JEFFERIES FINL GROUP INC,JEF,433558,14862368
2022-12-31,JOHNSON & JOHNSON,JNJ,327100,57782215
2022-12-31,KRAFT HEINZ CO,KHC,325634818,13256593441
2022-12-31,KROGER CO,KR,50000000,2229000000
2022-12-31,LIBERTY LATIN AMERICA LTD,LILA,2630792,19809864
2022-12-31,LIBERTY LATIN AMERICA LTD,LILAK,1284020,9758552
2022-12-31,LIBERTY MEDIA CORP DEL,FWONK,7722451,461648121
2022-12-31,LIBERTY MEDIA CORP DELAWARE,LSXMA,20207680,794363900
2022-12-31,LIBERTY MEDIA CORP DELAWARE,LSXMK,43208291,1690740426
2022-12-31,LOUISIANA PAC CORP,LPX,7044909,417058613
2022-12-31,MARKEL CORP,MKL,467611,616072818
2022-12-31,MARSH & MCLENNAN COS INC,MMC,404911,67004672
2022-12-31,MASTERCARD INC,MA,3986648,1386277109
2022-12-31,MCKESSON CORP,MCK,2855514,1071160412
2022-12-31,MONDELEZ INTL INC,MDLZ,578000,38523700
2022-12-31,MOODYS CORP,MCO,24669778,6873493546
2022-12-31,NU HLDGS LTD,NU,107118784,435973451
2022-12-31,OCCIDENTAL PETE CORP,OXY,194351650,12242210434
2022-12-31,PARAMOUNT GLOBAL,PARA,93637189,1580595750
2022-12-31,PROCTER & GAMBLE CO,PG,315400,47802024
2022-12-31,RH,RH,2360000,630568400
2022-12-31,SNOWFLAKE INC,SNOW,6125376,879236471
2022-12-31,SPDR S&P 500 ETF TR,SPY,39400,15067742
2022-12-31,STONECO LTD,STNE,10695448,100965029
2022-12-31,T-MOBILE US INC,TMUS,5242000,733880000
2022-12-31,TAIWAN SEMICONDUCTOR MFG LTD,TSM,8292724,617725010
2022-12-31,UNITED PARCEL SERVICE INC,UPS,59400,10326096
2022-12-31,US BANCORP DEL,USB,6670835,290915115
2022-12-31,VANGUARD INDEX FDS,VOO,43000,15107620
2022-12-31,VERISIGN INC,VRSN,12815613,2632839535
2022-12-31,VISA INC,V,8297460,1723880290
2023-03-31,ACTIVISION BLIZZARD INC,ATVI,49439781,4231550856
2023-03-31,ALLY FINL INC,ALLY,29000000,739210001
2023-03-31,AMAZON COM INC,AMZN,10551000,1089812790
2023-03-31,AMERICAN EXPRESS CO,AXP,151610700,25008184965
2023-03-31,AON PLC,AON,4335000,1366782150
2023-03-31,APPLE INC,AAPL,915560382,150975906991
2023-03-31,BANK AMER CORP,BAC,1032852006,29539567372
2023-03-31,CAPITAL ONE FINL CORP,COF,9922000,954099520
2023-03-31,CELANESE CORP DEL,CE,8819016,960302652
2023-03-31,CHARTER COMMUNICATIONS INC N,CHTR,3828941,1369267591
2023-03-31,CHEVRON CORP NEW,CVX,132407595,21603623200
2023-03-31,CITIGROUP INC,C,55244797,2590428532
2023-03-31,COCA COLA CO,KO,400000000,24812000000
2023-03-31,DAVITA INC,DVA,36095570,2927711683
2023-03-31,DIAGEO P L C,DEO,227750,41263745
2023-03-31,FLOOR & DECOR HLDGS INC,FND,4780000,469491600
2023-03-31,GENERAL MTRS CO,GM,40000000,1467200000
2023-03-31,GLOBE LIFE INC,GL,6353727,699037045
2023-03-31,HP INC,HPQ,120952818,3549965209
2023-03-31,JEFFERIES FINL GROUP INC,JEF,433558,13761131
2023-03-31,JOHNSON & JOHNSON,JNJ,327100,50700500
2023-03-31,KRAFT HEINZ CO,KHC,325634818,12592298412
2023-03-31,KROGER CO,KR,50000000,2468499999
2023-03-31,LIBERTY LATIN AMERICA LTD,LILA,2630792,21861881
2023-03-31,LIBERTY LATIN AMERICA LTD,LILAK,1284020,10606005
2023-03-31,LIBERTY MEDIA CORP DEL,FWONK,7722451,577871009
2023-03-31,LIBERTY MEDIA CORP DELAWARE,LSXMA,20207680,567633731
2023-03-31,LIBERTY MEDIA CORP DELAWARE,LSXMK,43208291,1209400065
2023-03-31,LOUISIANA PAC CORP,LPX,7044909,381904517
2023-03-31,MARKEL CORP,MKL,471661,602504481
2023-03-31,MARSH & MCLENNAN COS INC,MMC,404911,67437927
2023-03-31,MASTERCARD INC,MA,3986648,1448787750
2023-03-31,MCKESSON CORP,MCK,2289864,815306077
2023-03-31,MONDELEZ INTL INC,MDLZ,578000,40298160
2023-03-31,MOODYS CORP,MCO,24669778,7549445464
2023-03-31,NU HLDGS LTD,NU,107118784,509885412
2023-03-31,OCCIDENTAL PETE CORP,OXY,211707119,13216875439
2023-03-31,PARAMOUNT GLOBAL,PARA,93730975,2091138052
2023-03-31,PROCTER & GAMBLE CO,PG,315400,46896826
2023-03-31,SNOWFLAKE INC,SNOW,6125376,945084263
2023-03-31,SPDR S&P 500 ETF TR,SPY,39400,16129966
2023-03-31,STONECO LTD,STNE,10695448,102034574
2023-03-31,T-MOBILE US INC,TMUS,5242000,759251280
2023-03-31,UNITED PARCEL SERVICE INC,UPS,59400,11523006
2023-03-31,VANGUARD INDEX FDS,VOO,43000,16171010
2023-03-31,VERISIGN INC,VRSN,12815613,2708323496
2023-03-31,VISA INC,V,8297460,1870745332
2023-03-31,VITESSE ENERGY INC,VTS,51026,971025
2023-06-30,ACTIVISION BLIZZARD INC,ATVI,14658121,1235679601
2023-06-30,ALLY FINL INC,ALLY,29000000,783290001
2023-06-30,AMAZON COM INC,AMZN,10551000,1375428360
2023-06-30,AMERICAN EXPRESS CO,AXP,151610700,26410583940
2023-06-30,AON PLC,AON,4335000,1496442000
2023-06-30,APPLE INC,AAPL,915560382,177591247296
2023-06-30,BANK AMER CORP,BAC,1032852006,29632524052
2023-06-30,CAPITAL ONE FINL CORP,COF,12471030,1363956551
2023-06-30,CELANESE CORP DEL,CE,5358535,620518352
2023-06-30,CHARTER COMMUNICATIONS INC N,CHTR,3828941,1406638055
2023-06-30,CHEVRON CORP NEW,CVX,123120120,19372950883
2023-06-30,CITIGROUP INC,C,55244797,2543470454
2023-06-30,COCA COLA CO,KO,400000000,24088000000
2023-06-30,D R HORTON INC,DHI,5969714,726454496
2023-06-30,DAVITA INC,DVA,36095570,3626521918
2023-06-30,DIAGEO P L C,DEO,227750,39510070
2023-06-30,FLOOR & DECOR HLDGS INC,FND,4780000,496928800
2023-06-30,GENERAL MTRS CO,GM,22000000,848320000
2023-06-30,GLOBE LIFE INC,GL,2515574,275757222
2023-06-30,HP INC,HPQ,120952818,3714461041
2023-06-30,JEFFERIES FINL GROUP INC,JEF,433558,14381119
2023-06-30,JOHNSON & JOHNSON,JNJ,327100,54141592
2023-06-30,KRAFT HEINZ CO,KHC,325634818,11560036039
2023-06-30,KROGER CO,KR,50000000,2350000000
2023-06-30,LENNAR CORP,LEN.B,152572,17237585
2023-06-30,LIBERTY LATIN AMERICA LTD,LILA,2630792,23019430
2023-06-30,LIBERTY LATIN AMERICA LTD,LILAK,1284020,11068252
2023-06-30,LIBERTY MEDIA CORP DEL,FWONK,7722451,581346111
2023-06-30,LIBERTY MEDIA CORP DELAWARE,LSXMA,20207680,663013981
2023-06-30,LIBERTY MEDIA CORP DELAWARE,LSXMK,43208291,1414207364
2023-06-30,LOUISIANA PAC CORP,LPX,7044909,528227277
2023-06-30,MARKEL CORP,MKL,471661,652392063
2023-06-30,MASTERCARD INC,MA,3986648,1567948658
2023-06-30,MONDELEZ INTL INC,MDLZ,578000,42159320
2023-06-30,MOODYS CORP,MCO,24669778,8578175206
2023-06-30,NU HLDGS LTD,NU,107118784,845167206
2023-06-30,NVR INC,NVR,11112,70568089
2023-06-30,OCCIDENTAL PETE CORP,OXY,224129192,13178796490
2023-06-30,PARAMOUNT GLOBAL,PARA,93730975,1491259813
2023-06-30,PROCTER & GAMBLE CO,PG,315400,47858796
2023-06-30,SNOWFLAKE INC,SNOW,6125376,1077943668
2023-06-30,SPDR S&P 500 ETF TR,SPY,39400,17465232
2023-06-30,STONECO LTD,STNE,10695448,136260008
2023-06-30,T-MOBILE US INC,TMUS,5242000,728113800
2023-06-30,UNITED PARCEL SERVICE INC,UPS,59400,10647450
2023-06-30,VANGUARD INDEX FDS,VOO,43000,17513040
2023-06-30,VERISIGN INC,VRSN,12815613,2895944070
2023-06-30,VISA INC,V,8297460,1970480801
2023-09-30,ALLY FINL INC,ALLY,29000000,773720000
2023-09-30,AMAZON COM INC,AMZN,10000000,1271200000
2023-09-30,AMERICAN EXPRESS CO,AXP,151610700,22618800333
2023-09-30,AON PLC,AON,4100000,1329302000
2023-09-30,APPLE INC,AAPL,915560382,156753093002
2023-09-30,ATLANTA BRAVES HLDGS INC,BATRK,223645,7990835
2023-09-30,BANK AMER CORP,BAC,1032852006,28279487924
2023-09-30,CAPITAL ONE FINL CORP,COF,12471030,1210313462
2023-09-30,CHARTER COMMUNICATIONS INC N,CHTR,3828941,1684044831
2023-09-30,CHEVRON CORP NEW,CVX,110248289,18590066491
2023-09-30,CHUBB LIMITED,CB,8143530,1695320075
2023-09-30,CITIGROUP INC,C,55244797,2272218501
2023-09-30,COCA COLA CO,KO,400000000,22392000000
2023-09-30,D R HORTON INC,DHI,5969714,641565163
2023-09-30,DAVITA INC,DVA,36095570,3412114232
2023-09-30,DIAGEO P L C,DEO,227750,33975745
2023-09-30,FLOOR & DECOR HLDGS INC,FND,4780000,432590000
2023-09-30,GLOBE LIFE INC,GL,831014,90356152
2023-09-30,HP INC,HPQ,102519035,2634739200
2023-09-30,JEFFERIES FINL GROUP INC,JEF,433558,15881230
2023-09-30,KRAFT HEINZ CO,KHC,325634818,10954355278
2023-09-30,KROGER CO,KR,50000000,2237500000
2023-09-30,LENNAR CORP,LEN.B,152572,15597436
2023-09-30,LIBERTY LATIN AMERICA LTD,LILA,2630792,21467263
2023-09-30,LIBERTY LATIN AMERICA LTD,LILAK,1284020,10477603
2023-09-30,LIBERTY MEDIA CORP DEL,FWONK,7722451,481108697
2023-09-30,LIBERTY MEDIA CORP DEL,LLYVA,5051918,161257223
2023-09-30,LIBERTY MEDIA CORP DEL,LLYVK,11132590,357356140
2023-09-30,LIBERTY MEDIA CORP DEL,LSXMA,20207680,514285456
2023-09-30,LIBERTY MEDIA CORP DEL,LSXMK,43208291,1100083089
2023-09-30,LOUISIANA PAC CORP,LPX,7044909,389372120
2023-09-30,MARKEL CORP,MKL,158715,233706251
2023-09-30,MASTERCARD INC,MA,3986648,1578353810
2023-09-30,MOODYS CORP,MCO,24669778,7799843711
2023-09-30,NU HLDGS LTD,NU,107118784,776611184
2023-09-30,NVR INC,NVR,11112,66264190
2023-09-30,OCCIDENTAL PETE CORP,OXY,224129192,14541501977
2023-09-30,PARAMOUNT GLOBAL,PARA,93730975,1209129578
2023-09-30,SIRIUS XM HOLDINGS INC,SIRI,9683224,43768172
2023-09-30,SNOWFLAKE INC,SNOW,6125376,935773692
2023-09-30,SPDR S&P 500 ETF TR,SPY,39400,16842712
2023-09-30,STONECO LTD,STNE,10695448,114120430
2023-09-30,T-MOBILE US INC,TMUS,5242000,734142100
2023-09-30,VANGUARD INDEX FDS,VOO,43000,16886100
2023-09-30,VERISIGN INC,VRSN,12815613,2595546101
2023-09-30,VISA INC,V,8297460,1908498775
2023-12-31,ALLY FINL INC,ALLY,29000000,1012680000
2023-12-31,AMAZON COM INC,AMZN,10000000,1519400000
2023-12-31,AMERICAN EXPRESS CO,AXP,151610700,28402748537
2023-12-31,AON PLC,AON,4100000,1193182000
2023-12-31,APPLE INC,AAPL,905560000,174347466800
2023-12-31,ATLANTA BRAVES HLDGS INC,BATRK,223645,8851870
2023-12-31,BANK AMER CORP,BAC,1032852006,34776127042
2023-12-31,CAPITAL ONE FINL CORP,COF,12471030,1635201454
2023-12-31,CHARTER COMMUNICATIONS INC N,CHTR,3828941,1488232788
2023-12-31,CHEVRON CORP NEW,CVX,126093326,18808080506
2023-12-31,CHUBB LIMITED,CB,20100000,4542600000
2023-12-31,CITIGROUP INC,C,55244797,2841792358
2023-12-31,COCA COLA CO,KO,400000000,23572000000
2023-12-31,DAVITA INC,DVA,36095570,3781371913
2023-12-31,DIAGEO P L C,DEO,227750,33174065
2023-12-31,FLOOR & DECOR HLDGS INC,FND,4780000,533256800
2023-12-31,HP INC,HPQ,22852715,687638195
2023-12-31,JEFFERIES FINL GROUP INC,JEF,433558,17520079
2023-12-31,KRAFT HEINZ CO,KHC,325634818,12041975570
2023-12-31,KROGER CO,KR,50000000,2285500000
2023-12-31,LENNAR CORP,LEN.B,152572,20452277
2023-12-31,LIBERTY LATIN AMERICA LTD,LILA,2630792,19231089
2023-12-31,LIBERTY LATIN AMERICA LTD,LILAK,1284020,9424707
2023-12-31,LIBERTY MEDIA CORP DEL,FWONK,7722451,487518332
2023-12-31,LIBERTY MEDIA CORP DEL,LLYVA,5051918,184647602
2023-12-31,LIBERTY MEDIA CORP DEL,LLYVK,11132590,416247540
2023-12-31,LIBERTY MEDIA CORP DEL,LSXMA,20207680,580768723
2023-12-31,LIBERTY MEDIA CORP DEL,LSXMK,43208291,1243534615
2023-12-31,LOUISIANA PAC CORP,LPX,7044909,498990904
2023-12-31,MASTERCARD INC,MA,3986648,1700345238
2023-12-31,MOODYS CORP,MCO,24669778,9635028496
2023-12-31,NU HLDGS LTD,NU,107118784,892299471
2023-12-31,NVR INC,NVR,11112,77789000
2023-12-31,OCCIDENTAL PETE CORP,OXY,243715804,14552270657
2023-12-31,PARAMOUNT GLOBAL,PARA,63322491,936539643
2023-12-31,SIRIUS XM HOLDINGS INC,SIRI,40243058,220129527
2023-12-31,SNOWFLAKE INC,SNOW,6125376,1218949824
2023-12-31,SPDR S&P 500 ETF TR,SPY,39400,18727214
2023-12-31,T-MOBILE US INC,TMUS,5242000,840449860
2023-12-31,VANGUARD INDEX FDS,VOO,43000,18782400
2023-12-31,VERISIGN INC,VRSN,12815613,2639503654
2023-12-31,VISA INC,V,8297460,2160243711
2024-03-31,ALLY FINL INC,ALLY,29000000,1177110000
2024-03-31,AMAZON COM INC,AMZN,10000000,1803800000
2024-03-31,AMERICAN EXPRESS CO,AXP,151610700,34520240283
2024-03-31,AON PLC,AON,4100000,1368252000
2024-03-31,APPLE INC,AAPL,789368450,135360901805
2024-03-31,ATLANTA BRAVES HLDGS INC,BATRK,223645,8735574
2024-03-31,BANK AMER CORP,BAC,1032852006,39165748068
2024-03-31,CAPITAL ONE FINL CORP,COF,12471030,1856811657
2024-03-31,CHARTER COMMUNICATIONS INC N,CHTR,3828941,1112805123
2024-03-31,CHEVRON CORP NEW,CVX,122980207,19398897853
2024-03-31,CHUBB LIMITED,CB,25923840,6717644659
2024-03-31,CITIGROUP INC,C,55244797,3493680962
2024-03-31,COCA COLA CO,KO,400000000,24472000000
2024-03-31,DAVITA INC,DVA,36095570,4982993438
2024-03-31,DIAGEO P L C,DEO,227750,33875535
2024-03-31,FLOOR & DECOR HLDGS INC,FND,4780000,619583600
2024-03-31,JEFFERIES FINL GROUP INC,JEF,433558,19119908
2024-03-31,KRAFT HEINZ CO,KHC,325634818,12015924784
2024-03-31,KROGER CO,KR,50000000,2856500000
2024-03-31,LENNAR CORP,LEN.B,152572,23523551
2024-03-31,LIBERTY LATIN AMERICA LTD,LILA,2630792,18336620
2024-03-31,LIBERTY LATIN AMERICA LTD,LILAK,1284020,8975300
2024-03-31,LIBERTY MEDIA CORP DEL,FWONK,7722451,506592786
2024-03-31,LIBERTY MEDIA CORP DEL,LLYVA,5051918,213948727
2024-03-31,LIBERTY MEDIA CORP DEL,LLYVK,11132590,487830094
2024-03-31,LIBERTY MEDIA CORP DEL,LSXMA,32755624,972842033
2024-03-31,LIBERTY MEDIA CORP DEL,LSXMK,65486288,1945597617
2024-03-31,LOUISIANA PAC CORP,LPX,6597947,553633733
2024-03-31,MASTERCARD INC,MA,3986648,1919850077
2024-03-31,MOODYS CORP,MCO,24669778,9695962848
2024-03-31,NU HLDGS LTD,NU,107118784,1277927093
2024-03-31,NVR INC,NVR,11112,90006756
2024-03-31,OCCIDENTAL PETE CORP,OXY,248018128,16118698139
2024-03-31,PARAMOUNT GLOBAL,PARA,7531765,88648874
2024-03-31,SIRIUS XM HOLDINGS INC,SIRI,36681912,142325819
2024-03-31,SNOWFLAKE INC,SNOW,6125376,989860762
2024-03-31,SPDR S&P 500 ETF TR,SPY,39400,20608958
2024-03-31,T-MOBILE US INC,TMUS,5242000,855599240
2024-03-31,VANGUARD INDEX FDS,VOO,43000,20670100
2024-03-31,VERISIGN INC,VRSN,12815613,2428686819
2024-03-31,VISA INC,V,8297460,2315655137
2024-06-30,ALLY FINL INC,ALLY,29000000,1150430000
2024-06-30,AMAZON COM INC,AMZN,10000000,1932500000
2024-06-30,AMERICAN EXPRESS CO,AXP,151610700,35105457585
2024-06-30,AON PLC,AON,4100000,1203678000
2024-06-30,APPLE INC,AAPL,400000000,84248000000
2024-06-30,ATLANTA BRAVES HLDGS INC,BATRK,223645,8820558
2024-06-30,BANK AMER CORP,BAC,1032852006,41076524279
2024-06-30,CAPITAL ONE FINL CORP,COF,9819052,1359447750
2024-06-30,CHARTER COMMUNICATIONS INC N,CHTR,3828941,1144700201
2024-06-30,CHEVRON CORP NEW,CVX,118610534,18553059728
2024-06-30,CHUBB LIMITED,CB,27033784,6895777623
2024-06-30,CITIGROUP INC,C,55244797,3505834818
2024-06-30,COCA COLA CO,KO,400000000,25460000000
2024-06-30,DAVITA INC,DVA,36095570,5001763135
2024-06-30,DIAGEO P L C,DEO,227750,28714720
2024-06-30,FLOOR & DECOR HLDGS INC,FND,3977870,395440057
2024-06-30,HEICO CORP NEW,HEI.A,1044242,185373840
2024-06-30,JEFFERIES FINL GROUP INC,JEF,433558,21573846
2024-06-30,KRAFT HEINZ CO,KHC,325634818,10491953836
2024-06-30,KROGER CO,KR,50000000,2496500001
2024-06-30,LENNAR CORP,LEN.B,152572,21273114
2024-06-30,LIBERTY LATIN AMERICA LTD,LILA,2630792,25281911
2024-06-30,LIBERTY LATIN AMERICA LTD,LILAK,1284020,12352272
2024-06-30,LIBERTY MEDIA CORP DEL,FWONK,7722451,554780880
2024-06-30,LIBERTY MEDIA CORP DEL,LLYVA,4986588,187046916
2024-06-30,LIBERTY MEDIA CORP DEL,LLYVK,10917661,417818885
2024-06-30,LIBERTY MEDIA CORP DEL,LSXMA,35182219,779286152
2024-06-30,LIBERTY MEDIA CORP DEL,LSXMK,70002897,1551264198
2024-06-30,LOUISIANA PAC CORP,LPX,5964793,491081408
2024-06-30,MASTERCARD INC,MA,3986648,1758749632
2024-06-30,MOODYS CORP,MCO,24669778,10384249654
2024-06-30,NU HLDGS LTD,NU,107118784,1380761126
2024-06-30,NVR INC,NVR,11112,84324079
2024-06-30,OCCIDENTAL PETE CORP,OXY,255281524,16090394458
2024-06-30,SIRIUS XM HOLDINGS INC,SIRI,132878213,376045343
2024-06-30,SPDR S&P 500 ETF TR,SPY,39400,21442268
2024-06-30,T-MOBILE US INC,TMUS,4672000,823112960
2024-06-30,ULTA BEAUTY INC,ULTA,690106,266291202
2024-06-30,VANGUARD INDEX FDS,VOO,43000,21505590
2024-06-30,VERISIGN INC,VRSN,12815613,2278615992
2024-06-30,VISA INC,V,8297460,2177834326
2024-09-30,ALLY FINL INC,ALLY,29000000,1032110000
2024-09-30,AMAZON COM INC,AMZN,10000000,1863300000
2024-09-30,AMERICAN EXPRESS CO,AXP,151610700,41116821840
2024-09-30,AON PLC,AON,4100000,1418559000
2024-09-30,APPLE INC,AAPL,300000000,69900000000
2024-09-30,ATLANTA BRAVES HLDGS INC,BATRK,223645,8901072
2024-09-30,BANK AMER CORP,BAC,797683307,31652073622
2024-09-30,CAPITAL ONE FINL CORP,COF,9100000,1362543000
2024-09-30,CHARTER COMMUNICATIONS INC N,CHTR,2821879,914514546
2024-09-30,CHEVRON CORP NEW,CVX,118610534,17467773342
2024-09-30,CHUBB LIMITED,CB,27033784,7796272968
2024-09-30,CITIGROUP INC,C,55244797,3458324292
2024-09-30,COCA COLA CO,KO,400000000,28744000000
2024-09-30,DAVITA INC,DVA,36095570,5917146790
2024-09-30,DIAGEO P L C,DEO,227750,31962435
2024-09-30,DOMINOS PIZZA INC,DPZ,1277256,549398896
2024-09-30,HEICO CORP NEW,HEI.A,1049687,213884223
2024-09-30,JEFFERIES FINL GROUP INC,JEF,433558,26685495
2024-09-30,KRAFT HEINZ CO,KHC,325634818,11433038460
2024-09-30,KROGER CO,KR,50000000,2865000000
2024-09-30,LENNAR CORP,LEN.B,152572,26385802
2024-09-30,LIBERTY LATIN AMERICA LTD,LILA,2630792,25202987
2024-09-30,LIBERTY LATIN AMERICA LTD,LILAK,1284020,12185350
2024-09-30,LIBERTY MEDIA CORP DEL,FWONK,7722451,597949381
2024-09-30,LIBERTY MEDIA CORP DEL,LLYVA,4986588,246885972
2024-09-30,LIBERTY MEDIA CORP DEL,LLYVK,10917661,560403539
2024-09-30,LOUISIANA PAC CORP,LPX,5964793,640976656
2024-09-30,MASTERCARD INC,MA,3986648,1968606782
2024-09-30,MOODYS CORP,MCO,24669778,11708029942
2024-09-30,NU HLDGS LTD,NU,86438997,1179892309
2024-09-30,NVR INC,NVR,11112,109028722
2024-09-30,OCCIDENTAL PETE CORP,OXY,255281524,13157209747
2024-09-30,POOL CORP,POOL,404057,152248678
2024-09-30,SIRIUS XM HOLDINGS INC,SIRI,105155029,2486916437
2024-09-30,SPDR S&P 500 ETF TR,SPY,39400,22606144
2024-09-30,T-MOBILE US INC,TMUS,4672000,964113920
2024-09-30,ULTA BEAUTY INC,ULTA,24203,9417871
2024-09-30,VANGUARD INDEX FDS,VOO,43000,22689810
2024-09-30,VERISIGN INC,VRSN,12815613,2434453846
2024-09-30,VISA INC,V,8297460,2281386627
2024-12-31,ALLY FINL INC,ALLY,29000000,1044290001
2024-12-31,AMAZON COM INC,AMZN,10000000,2193900000
2024-12-31,AMERICAN EXPRESS CO,AXP,151610700,44996539653
2024-12-31,AON PLC,AON,4100000,1472556000
2024-12-31,APPLE INC,AAPL,300000000,75126000000
2024-12-31,ATLANTA BRAVES HLDGS INC,BATRK,223645,8556657
2024-12-31,BANK AMER CORP,BAC,680233587,29896266149
2024-12-31,CAPITAL ONE FINL CORP,COF,7450000,1328484000
2024-12-31,CHARTER COMMUNICATIONS INC N,CHTR,1991759,682715232
2024-12-31,CHEVRON CORP NEW,CVX,118610534,17179549745
2024-12-31,CHUBB LIMITED,CB,27033784,7469434519
2024-12-31,CITIGROUP INC,C,14639502,1030474546
2024-12-31,COCA COLA CO,KO,400000000,24904000000
2024-12-31,CONSTELLATION BRANDS INC,STZ,5624324,1242975604
2024-12-31,DAVITA INC,DVA,36095570,5398092493
2024-12-31,DIAGEO P L C,DEO,227750,28953858
2024-12-31,DOMINOS PIZZA INC,DPZ,2382000,999868320
2024-12-31,HEICO CORP NEW,HEI.A,1049687,195325757
2024-12-31,JEFFERIES FINL GROUP INC,JEF,433558,33990947
2024-12-31,KRAFT HEINZ CO,KHC,325634818,10000245261
2024-12-31,KROGER CO,KR,50000000,3057500001
2024-12-31,LENNAR CORP,LEN.B,152572,20162390
2024-12-31,LIBERTY LATIN AMERICA LTD,LILA,2630792,16731838
2024-12-31,LIBERTY LATIN AMERICA LTD,LILAK,1284020,8140687
2024-12-31,LIBERTY MEDIA CORP DEL,FWONK,6801360,630214018
2024-12-31,LIBERTY MEDIA CORP DEL,LLYVA,4986588,331907297
2024-12-31,LIBERTY MEDIA CORP DEL,LLYVK,10917661,743056007
2024-12-31,LOUISIANA PAC CORP,LPX,5664793,586589315
2024-12-31,MASTERCARD INC,MA,3986648,2099249237
2024-12-31,MOODYS CORP,MCO,24669778,11677932812
2024-12-31,NU HLDGS LTD,NU,40180168,416266540
2024-12-31,NVR INC,NVR,11112,90883937
2024-12-31,OCCIDENTAL PETE CORP,OXY,264178414,13053055436
2024-12-31,POOL CORP,POOL,598689,204117028
2024-12-31,SIRIUS XM HOLDINGS INC,SIRI,117468573,2678283465
2024-12-31,T-MOBILE US INC,TMUS,4350000,960175500
2024-12-31,VERISIGN INC,VRSN,13271457,2746660741
2024-12-31,VISA INC,V,8297460,2622329258
